Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills,Aptitude_Test_Score,LeetCode_Rating,GitHub_Contributions,Hackathons_Participated,AI_ML_Skill_Level,System_Design_Knowledge,Resume_Score,Mock_Interview_Score,Placement_Status,Salary_LPA
20,Other,Tier 3,AI/ML,8.44,458,1,8,9,59,78,800,188,8,2,10,94,75,1,11.07
20,Female,Tier 2,Data Science,7.58,701,0,3,2,62,50,2004,109,7,7,8,77,54,1,15.01
21,Female,Tier 2,AI/ML,5.28,325,1,2,8,62,52,1634,176,3,6,2,87,71,1,9.71
18,Male,Tier 2,Civil,7.58,378,2,7,9,96,94,800,94,8,6,2,87,73,1,11.46
23,Male,Tier 3,Data Science,7.86,456,3,5,3,72,62,1235,32,8,7,7,61,94,1,14.72
18,Other,Tier 3,Data Science,6.05,216,1,6,8,76,67,1333,166,3,4,10,65,78,1,11.37
24,Female,Tier 1,AI/ML,7.36,495,0,4,10,95,40,1544,86,8,2,8,56,52,1,9.9
23,Other,Tier 1,AI/ML,6.44,97,2,7,3,70,99,963,210,1,10,7,56,62,1,12.12
24,Female,Tier 3,Mechanical,7.52,205,2,1,8,60,96,1439,212,8,5,1,50,61,1,13.27
24,Female,Tier 1,Computer Science,6.28,165,2,3,4,65,38,1750,158,6,7,1,56,95,1,14.37
23,Other,Tier 3,Data Science,6.96,40,2,5,5,91,53,1627,140,5,4,4,85,98,1,12.73
18,Female,Tier 3,AI/ML,5.82,153,0,10,9,82,46,1121,151,6,10,6,75,92,1,12.52
20,Male,Tier 1,Electronics,7.16,395,1,10,11,78,99,1971,148,3,1,6,51,52,1,12.07
20,Male,Tier 2,Civil,6.66,141,1,7,11,74,46,1803,50,5,10,3,49,50,1,14.42
24,Other,Tier 3,Mechanical,8.92,348,2,5,3,96,82,1421,12,7,5,7,99,68,1,14.36
19,Female,Tier 3,Electronics,8.21,223,3,8,1,72,84,1807,149,6,4,2,72,71,1,14.45
23,Other,Tier 3,Electronics,6.88,31,0,1,1,55,91,1301,85,4,9,8,51,84,1,13.35
22,Female,Tier 2,Mechanical,7.18,412,2,0,3,95,42,1548,79,0,6,4,60,49,1,11.31
24,Female,Tier 1,Computer Science,6.6,274,3,7,10,97,84,1319,33,5,9,10,49,72,1,16.09
25,Female,Tier 2,Computer Science,7.35,291,2,1,8,57,63,1162,36,8,4,8,82,92,1,12.16
23,Female,Tier 3,Data Science,5.17,366,1,7,1,97,91,1203,98,7,8,1,46,72,1,12.09
20,Female,Tier 3,Mechanical,6.98,74,2,9,6,77,76,1976,0,3,5,2,48,94,1,8.01
22,Female,Tier 2,AI/ML,8.07,31,3,2,1,75,49,1888,150,4,1,2,78,70,1,13.42
19,Other,Tier 2,Electronics,6.63,126,0,3,6,77,89,1318,49,0,6,4,89,88,1,13.52
20,Female,Tier 3,Civil,6.46,325,1,5,5,91,100,1801,49,2,10,5,78,91,1,13.62
19,Male,Tier 2,AI/ML,6.31,223,4,4,3,88,88,1289,64,7,3,5,58,96,1,13.06
19,Other,Tier 2,Civil,5.99,389,0,8,12,66,86,1071,18,3,2,9,99,55,1,8.89
18,Male,Tier 2,Electronics,6.83,303,1,0,2,87,73,1479,0,0,2,6,53,76,1,12.74
18,Male,Tier 1,Data Science,6.92,286,2,0,12,65,68,2220,222,6,5,2,76,66,1,12.86
19,Other,Tier 2,Civil,5.83,46,0,9,5,85,78,1856,87,6,8,3,100,83,1,10.73
19,Male,Tier 3,Computer Science,6.05,316,1,4,6,84,44,1849,241,7,5,10,48,87,1,10.14
22,Other,Tier 2,Electronics,7.84,235,3,1,2,58,36,1758,119,1,10,1,78,73,1,13.72
23,Male,Tier 3,AI/ML,8.52,264,0,10,9,77,75,1326,134,5,8,2,88,94,1,11.74
22,Male,Tier 2,Electronics,7.62,220,0,3,3,68,64,1171,310,3,8,10,52,36,1,10.48
20,Female,Tier 3,Information Technology,7.55,258,3,10,3,67,85,1091,93,5,3,9,86,56,1,10.35
24,Female,Tier 3,Computer Science,9.27,209,0,1,3,93,53,1386,275,4,4,1,93,68,1,10.97
24,Other,Tier 2,Information Technology,8.49,338,1,4,11,85,45,800,90,3,3,3,91,42,1,13.27
25,Male,Tier 1,Data Science,7.24,255,1,5,7,62,54,1237,62,8,5,9,100,49,1,11.38
23,Other,Tier 1,Mechanical,9.16,113,2,9,3,77,54,1281,122,2,2,5,55,85,1,10.4
22,Other,Tier 2,Mechanical,7.63,56,2,6,5,44,94,1069,29,3,2,5,51,42,1,8.82
25,Other,Tier 2,Electronics,8.47,328,1,1,9,72,74,1772,186,5,3,5,60,71,1,12.04
23,Male,Tier 2,AI/ML,7.17,402,4,6,9,40,45,2023,19,7,1,9,58,94,1,17.88
25,Male,Tier 1,Electronics,5.88,180,2,8,6,52,58,1475,133,1,8,6,74,80,1,16.43
19,Female,Tier 3,Information Technology,8.21,311,1,5,5,64,36,1812,147,7,7,9,54,60,1,12.02
19,Other,Tier 3,Data Science,7.69,260,1,6,2,100,49,1155,221,0,3,3,67,45,1,11.64
22,Female,Tier 2,Civil,6.08,105,1,1,4,94,56,1637,203,6,10,8,86,43,1,13.53
25,Other,Tier 3,Data Science,7.69,128,3,2,9,89,82,1482,93,8,7,5,56,97,1,13.96
19,Other,Tier 2,Data Science,7.09,151,1,0,2,64,65,1713,39,4,4,7,70,75,1,8.97
19,Male,Tier 3,Information Technology,6.41,382,0,4,8,53,43,1568,0,8,8,5,46,86,1,12.72
20,Male,Tier 2,Information Technology,7.15,187,1,3,12,96,46,1365,13,8,6,6,70,77,1,12.57
22,Female,Tier 2,Computer Science,5.93,197,2,5,3,65,46,1327,181,4,3,3,47,91,1,11.12
20,Female,Tier 3,Computer Science,7.91,70,1,2,3,85,39,1412,162,7,1,6,57,67,1,13.81
20,Male,Tier 3,AI/ML,6.06,123,4,3,5,80,83,1626,248,0,8,1,98,77,1,14.62
19,Other,Tier 3,Information Technology,6.09,86,0,1,1,89,63,1497,148,1,6,6,58,59,1,10.23
19,Female,Tier 1,AI/ML,6.12,415,2,9,1,73,60,1327,162,0,3,3,58,91,1,7.65
25,Other,Tier 2,Electronics,8.4,147,2,3,10,83,46,1920,169,2,1,10,91,51,1,9.56
21,Other,Tier 2,Data Science,7.45,498,3,7,1,54,81,1240,252,4,9,1,75,44,1,15.53
21,Male,Tier 3,Data Science,8.54,273,1,7,7,41,44,1406,266,5,1,1,64,63,1,13.27
23,Other,Tier 1,Mechanical,6.96,313,2,4,2,53,52,1252,128,7,1,5,60,48,1,13.66
25,Other,Tier 3,AI/ML,7.04,118,0,3,3,53,48,1111,125,1,1,10,58,100,1,8.32
25,Other,Tier 3,Computer Science,5.77,70,3,2,12,76,81,1861,108,6,6,7,57,81,1,12.63
25,Male,Tier 3,Information Technology,6.23,162,0,2,11,52,89,1235,97,8,10,3,84,96,1,8.67
23,Female,Tier 3,Data Science,8.29,247,1,6,5,71,44,1520,193,4,10,5,83,91,1,16.01
22,Female,Tier 3,Information Technology,6.62,340,0,3,8,89,85,1657,145,0,2,8,84,74,1,12.02
21,Female,Tier 3,AI/ML,8.0,359,2,7,9,97,36,1927,122,4,9,10,45,92,1,14.62
20,Other,Tier 3,Information Technology,8.02,223,0,2,3,72,84,1618,75,8,4,6,50,53,1,7.06
18,Other,Tier 2,Information Technology,7.8,17,4,10,3,63,88,1205,185,3,5,5,57,43,1,16.2
20,Male,Tier 3,Mechanical,8.38,0,3,9,1,77,42,1553,99,7,10,4,82,84,1,17.78
18,Female,Tier 3,Civil,8.68,53,2,2,9,69,37,1455,186,0,8,7,56,77,1,14.07
24,Male,Tier 3,Electronics,8.95,189,2,6,2,95,71,1344,34,2,6,2,83,71,1,14.67
24,Other,Tier 2,Mechanical,4.5,212,4,10,9,53,85,1894,8,3,4,4,50,66,1,8.36
21,Male,Tier 3,AI/ML,8.32,437,2,10,5,64,84,975,258,0,10,4,76,66,1,15.92
20,Other,Tier 3,Data Science,8.25,131,0,1,6,62,41,1971,98,6,8,6,86,56,1,12.38
18,Male,Tier 3,Civil,7.68,191,1,3,11,49,49,917,130,4,5,7,65,67,1,11.71
22,Other,Tier 3,Civil,6.43,436,2,6,10,42,85,2287,46,5,3,3,75,55,1,11.84
18,Female,Tier 2,Civil,6.8,593,2,1,5,45,54,1622,194,1,5,6,66,88,1,14.7
24,Female,Tier 2,Information Technology,7.33,222,1,10,8,49,41,1981,182,0,9,1,98,82,1,11.57
18,Other,Tier 2,Electronics,6.48,191,1,9,6,57,54,1855,237,8,6,3,58,46,1,15.99
23,Other,Tier 3,Civil,6.49,271,0,2,3,59,55,1309,105,8,5,10,73,61,1,12.55
24,Female,Tier 2,Mechanical,7.15,447,2,1,1,69,74,1269,179,5,1,10,86,80,1,10.53
22,Other,Tier 3,Electronics,5.36,96,3,9,12,62,86,1493,273,1,10,6,75,58,1,12.47
19,Other,Tier 3,Data Science,7.03,323,1,8,10,57,35,1240,81,2,7,7,87,97,1,12.57
24,Female,Tier 2,Civil,6.76,0,1,3,9,42,76,1222,169,3,4,5,58,54,1,12.6
24,Female,Tier 3,Civil,8.54,438,2,7,7,72,50,1134,60,5,1,9,77,80,1,11.13
18,Male,Tier 1,Civil,7.05,156,2,9,1,96,97,1388,50,7,7,6,79,52,1,14.71
18,Other,Tier 2,AI/ML,6.25,100,1,5,9,67,91,1632,177,4,3,9,47,78,1,10.15
24,Other,Tier 1,Computer Science,8.07,369,3,3,1,76,46,2114,178,3,8,2,91,56,1,18.37
21,Female,Tier 3,Computer Science,7.26,459,0,7,4,86,89,1947,108,3,8,10,59,78,1,10.83
22,Female,Tier 3,Electronics,6.69,312,0,2,6,78,99,1047,83,4,10,5,94,48,1,14.75
20,Male,Tier 3,Civil,7.87,0,0,8,11,97,77,983,292,0,3,8,62,68,1,13.56
18,Female,Tier 3,Computer Science,6.62,26,1,8,4,69,40,1012,160,3,10,4,95,84,1,16.95
25,Other,Tier 2,Mechanical,9.11,13,4,2,3,52,93,1346,51,3,10,3,55,39,1,17.36
21,Other,Tier 1,Electronics,5.87,168,0,10,6,91,95,1146,161,0,3,7,98,89,1,8.57
18,Female,Tier 3,Civil,6.83,326,0,2,10,73,40,2024,289,7,9,2,55,45,1,13.08
24,Male,Tier 3,Electronics,7.11,447,2,9,1,47,55,1858,190,6,6,1,47,64,1,9.73
19,Female,Tier 2,AI/ML,8.41,303,3,3,5,99,92,1137,66,1,2,4,65,48,1,14.59
21,Other,Tier 2,Information Technology,4.69,231,4,9,3,93,98,1220,59,4,7,9,51,89,1,11.74
20,Male,Tier 1,Civil,5.72,407,1,3,8,93,46,800,133,5,8,2,97,69,1,9.98
18,Female,Tier 3,Data Science,9.18,253,1,7,2,47,53,800,163,3,6,2,74,64,1,11.66
23,Other,Tier 2,Data Science,8.18,342,0,4,10,100,59,1965,134,7,7,4,49,60,1,14.28
19,Male,Tier 2,Information Technology,7.24,161,1,0,5,77,45,1823,21,7,7,6,63,73,1,12.52
19,Female,Tier 2,Electronics,6.63,376,1,3,2,67,77,1118,87,8,7,5,74,40,1,12.19
20,Female,Tier 1,Data Science,8.69,170,1,0,5,70,69,1309,12,3,7,10,86,71,1,11.79
24,Other,Tier 1,Electronics,7.61,254,2,10,7,54,78,1466,259,4,2,6,60,40,1,8.74
23,Male,Tier 3,Mechanical,9.52,426,0,7,8,50,82,1335,151,3,10,3,90,43,1,13.25
22,Female,Tier 3,Mechanical,7.52,572,1,1,3,93,86,1223,101,7,4,10,46,90,1,10.4
22,Other,Tier 2,Civil,6.6,189,4,7,5,42,55,1066,98,5,6,3,97,69,1,13.99
18,Other,Tier 3,Data Science,6.8,0,4,3,11,63,62,1395,116,2,5,5,65,91,1,17.54
24,Other,Tier 2,Information Technology,7.23,390,3,3,4,60,46,1301,223,6,7,1,76,96,1,12.09
21,Other,Tier 2,Mechanical,7.7,376,0,7,9,74,87,1692,293,8,7,8,51,93,1,11.09
19,Other,Tier 1,Computer Science,8.61,423,2,2,4,89,58,1467,267,6,8,8,56,55,1,14.39
25,Other,Tier 2,Mechanical,7.22,249,0,2,4,94,56,1004,180,0,8,6,88,90,1,13.39
19,Other,Tier 3,Data Science,7.1,514,0,5,6,95,95,1296,0,7,5,5,73,84,1,14.98
24,Male,Tier 3,Computer Science,8.21,343,0,9,3,95,44,1331,147,0,10,9,60,42,1,11.05
20,Female,Tier 3,Electronics,6.97,114,0,0,5,79,86,1541,193,8,8,1,78,64,1,9.88
24,Other,Tier 1,Data Science,7.92,279,3,2,3,50,92,1689,100,0,1,3,70,46,1,14.14
24,Female,Tier 3,AI/ML,6.5,0,2,3,3,79,78,941,79,0,7,5,70,38,1,9.47
18,Male,Tier 3,Data Science,8.75,237,1,6,7,40,95,1771,182,2,9,10,87,84,1,14.41
23,Other,Tier 3,Computer Science,10.0,689,4,8,4,99,90,1937,47,6,5,2,99,88,1,19.17
23,Male,Tier 3,Information Technology,5.45,459,3,5,7,70,65,800,94,8,6,8,68,43,1,14.68
25,Male,Tier 3,Electronics,7.59,28,0,4,2,92,69,1509,150,1,1,10,95,37,1,10.78
23,Male,Tier 3,Computer Science,6.79,378,1,0,5,86,72,1850,107,4,2,9,52,94,1,13.77
24,Other,Tier 2,Computer Science,7.04,176,2,3,12,70,39,1924,225,0,7,6,77,89,1,11.89
20,Male,Tier 3,Data Science,6.43,514,3,3,8,78,53,1414,120,0,7,4,79,38,1,12.84
25,Female,Tier 3,Civil,8.52,571,3,2,10,42,42,1474,313,6,5,4,88,74,1,13.31
20,Other,Tier 1,Civil,6.92,350,3,3,10,47,86,1164,172,3,9,9,99,99,1,13.3
25,Male,Tier 2,Mechanical,5.66,0,1,3,8,80,66,1336,153,5,5,9,97,84,1,8.01
24,Other,Tier 1,Data Science,7.38,277,0,5,5,49,76,1391,45,5,6,10,82,54,1,12.18
23,Other,Tier 2,Data Science,7.06,397,2,7,7,60,96,997,129,5,9,3,61,38,1,11.2
21,Female,Tier 1,Civil,6.96,85,2,8,4,77,59,1128,119,6,7,1,66,82,1,11.94
21,Female,Tier 3,AI/ML,8.67,426,3,9,2,97,76,1731,182,5,1,8,92,47,1,13.6
24,Male,Tier 2,Data Science,8.5,205,3,4,8,57,53,2191,44,0,6,8,98,80,1,12.44
22,Male,Tier 3,Civil,5.81,66,3,2,5,79,87,879,137,7,3,7,82,84,1,13.36
19,Other,Tier 3,Data Science,7.23,42,0,8,1,61,40,1285,187,8,4,4,65,37,1,10.3
22,Male,Tier 2,Data Science,6.4,22,2,5,12,88,61,1302,63,8,7,9,57,78,1,12.45
19,Male,Tier 3,Information Technology,7.68,207,0,10,6,91,60,1514,157,7,6,7,60,100,1,9.48
23,Female,Tier 2,Electronics,9.09,138,0,1,12,78,65,1630,29,5,6,7,86,73,1,13.29
20,Other,Tier 1,Data Science,7.35,498,3,7,9,51,60,1368,223,6,9,2,60,45,1,15.26
22,Male,Tier 2,Computer Science,9.05,0,1,4,10,88,63,1618,0,7,7,9,61,67,1,13.92
18,Male,Tier 3,Computer Science,8.22,466,1,0,11,94,59,1708,96,2,3,10,100,83,1,13.27
21,Male,Tier 3,Data Science,9.72,261,3,4,6,64,89,1786,85,2,6,3,98,57,1,17.82
23,Male,Tier 3,Electronics,8.11,158,2,5,4,81,35,1722,185,1,10,4,79,73,1,16.37
22,Male,Tier 3,Electronics,7.16,434,1,7,12,62,46,1122,120,5,3,6,71,84,1,11.55
20,Other,Tier 2,Data Science,8.37,105,0,3,1,51,46,1534,80,6,8,4,79,35,1,13.31
22,Female,Tier 2,Data Science,7.59,58,2,8,11,55,42,1892,154,1,9,4,89,71,1,12.45
22,Male,Tier 2,Data Science,6.86,474,2,1,1,52,72,1595,42,0,3,3,95,77,1,10.22
23,Other,Tier 1,Mechanical,7.82,361,0,8,9,85,95,1577,96,2,3,4,85,80,1,12.78
21,Other,Tier 1,AI/ML,6.89,121,1,9,9,55,56,2005,159,8,10,2,69,88,1,11.64
19,Male,Tier 2,Information Technology,7.33,254,1,1,2,80,58,1327,138,4,10,4,91,54,1,11.71
21,Male,Tier 2,Mechanical,8.07,249,2,4,5,59,77,886,101,6,10,4,68,63,1,13.62
23,Female,Tier 1,Information Technology,4.5,226,0,6,8,75,93,1812,111,6,7,2,52,65,1,11.12
18,Male,Tier 3,Electronics,7.21,181,1,1,1,59,88,1193,17,8,10,1,72,63,1,15.32
25,Female,Tier 2,Information Technology,7.93,208,4,4,12,95,41,800,157,6,6,10,59,93,1,13.13
21,Male,Tier 1,Data Science,7.34,18,2,10,2,43,77,1482,109,7,2,7,93,73,1,7.05
21,Other,Tier 3,Information Technology,8.82,201,1,5,7,75,90,1359,162,7,5,9,86,71,1,13.15
25,Female,Tier 2,Information Technology,7.56,78,0,1,9,71,77,1400,0,4,1,7,93,75,1,9.87
25,Male,Tier 3,Data Science,8.65,24,0,5,9,62,54,1327,0,7,8,2,97,65,1,13.34
18,Other,Tier 2,Civil,7.67,307,2,6,2,93,39,1239,0,1,6,6,52,61,1,10.85
21,Female,Tier 3,Computer Science,8.46,381,0,1,6,43,61,1418,132,3,8,8,75,67,1,11.11
25,Female,Tier 3,Data Science,8.49,142,1,3,12,73,88,1603,13,0,1,1,57,51,1,11.44
18,Female,Tier 2,AI/ML,8.45,107,0,10,12,70,94,1712,33,1,3,3,100,41,1,9.86
22,Other,Tier 2,Electronics,7.19,395,3,1,7,66,40,1345,169,7,3,10,98,100,1,15.04
23,Female,Tier 1,Electronics,6.43,21,1,5,7,73,63,1325,221,4,9,3,86,53,1,10.92
25,Female,Tier 3,Civil,8.21,210,0,8,5,80,64,2064,299,3,4,4,70,53,1,13.83
22,Other,Tier 3,Computer Science,5.55,0,2,0,2,100,38,1471,192,3,9,8,96,87,1,13.54
19,Other,Tier 3,Electronics,6.48,27,1,3,3,95,51,1775,268,0,7,4,85,63,1,10.64
23,Other,Tier 2,Computer Science,8.03,640,0,4,12,95,80,1383,106,5,6,1,51,68,1,13.34
23,Male,Tier 1,Data Science,6.92,450,1,10,11,53,41,1308,117,0,3,3,98,35,1,8.25
18,Other,Tier 2,AI/ML,6.96,98,1,10,7,60,82,1571,0,5,1,5,64,85,1,12.53
20,Male,Tier 3,Computer Science,6.33,517,2,3,7,78,77,1929,162,7,6,4,98,40,1,9.19
20,Other,Tier 3,Civil,6.57,115,0,2,11,41,51,1180,246,8,1,3,49,64,1,9.25
20,Other,Tier 2,Information Technology,6.54,137,0,1,7,99,88,1263,162,2,9,10,94,54,1,8.68
25,Other,Tier 3,AI/ML,7.3,313,2,8,2,90,80,842,6,5,6,1,74,89,1,12.94
19,Other,Tier 2,Computer Science,8.64,430,1,8,12,87,81,1237,232,0,1,2,88,92,1,11.27
24,Other,Tier 3,Computer Science,6.87,264,2,9,10,91,40,1743,71,7,3,8,79,35,1,11.0
18,Other,Tier 2,Electronics,5.95,302,3,5,10,58,87,1776,199,3,1,9,81,89,1,8.43
22,Female,Tier 3,AI/ML,6.82,436,3,3,5,47,65,1531,122,4,10,10,83,53,1,14.58
23,Female,Tier 2,Electronics,7.74,292,4,5,3,75,54,1248,190,1,7,8,53,51,1,12.69
21,Female,Tier 1,Data Science,8.52,115,3,7,10,82,81,1641,106,7,4,7,60,93,1,13.16
23,Other,Tier 3,AI/ML,8.56,361,0,6,7,75,86,1429,259,7,7,2,100,62,1,14.91
24,Male,Tier 2,Mechanical,6.39,0,2,9,12,66,78,1487,230,4,1,4,65,90,1,12.03
25,Female,Tier 3,Civil,8.77,160,4,2,10,85,60,1408,112,0,5,4,50,45,1,15.8
21,Male,Tier 3,Computer Science,7.97,494,4,1,6,63,40,2094,253,0,2,8,85,55,1,15.11
20,Female,Tier 3,Data Science,6.86,283,2,6,11,57,44,1679,130,8,8,5,54,70,1,11.46
18,Female,Tier 2,Data Science,6.74,380,2,0,7,73,76,1363,121,8,1,7,97,69,1,10.94
21,Female,Tier 3,Data Science,6.31,224,3,5,10,94,96,1289,64,5,9,3,88,65,1,11.73
20,Female,Tier 2,Computer Science,7.1,342,0,4,7,48,92,1842,8,7,3,1,79,41,1,13.79
25,Other,Tier 3,Electronics,7.49,80,1,3,6,63,59,1308,0,8,2,1,70,90,1,8.05
24,Male,Tier 1,Data Science,8.92,145,0,6,5,47,63,1637,111,2,1,10,89,85,1,11.47
21,Other,Tier 3,Civil,7.57,0,4,7,10,49,44,1911,112,2,10,6,84,46,1,14.85
24,Male,Tier 3,Data Science,7.67,141,3,9,9,92,38,1522,106,5,3,2,66,52,1,14.56
23,Other,Tier 3,Data Science,6.99,95,1,9,3,49,45,1576,98,5,4,5,85,90,1,7.85
19,Other,Tier 1,Data Science,7.4,169,1,7,9,69,77,1571,51,8,3,8,57,77,1,9.11
24,Male,Tier 2,Mechanical,8.38,376,0,0,3,70,39,1447,155,3,2,5,93,73,1,12.92
20,Female,Tier 3,Computer Science,7.19,68,0,1,11,95,46,1554,200,0,10,1,94,35,1,13.94
23,Male,Tier 3,Mechanical,7.26,334,0,10,12,76,100,1371,203,6,2,8,53,57,1,13.1
21,Male,Tier 1,Civil,5.9,417,4,8,4,88,97,2233,162,4,7,2,56,56,1,15.59
18,Female,Tier 1,AI/ML,6.55,174,0,9,8,44,96,1376,87,5,8,7,56,100,1,9.02
21,Female,Tier 3,Mechanical,7.03,375,1,6,7,54,93,995,134,6,4,8,57,59,1,11.82
23,Female,Tier 3,AI/ML,6.9,324,2,4,1,44,43,1590,90,5,10,10,51,36,1,16.04
23,Female,Tier 3,Information Technology,7.76,486,1,8,7,98,49,1426,94,5,6,6,95,59,1,12.29
23,Male,Tier 3,AI/ML,8.38,227,1,9,3,95,42,1419,276,7,7,7,76,87,1,10.82
22,Male,Tier 3,Mechanical,7.56,240,1,8,5,83,84,1362,43,6,3,4,64,69,1,10.32
24,Male,Tier 3,Mechanical,6.79,324,1,6,2,89,96,1748,0,0,6,8,46,50,1,9.53
18,Other,Tier 1,Electronics,7.75,344,2,4,3,77,88,937,189,6,5,4,51,54,1,13.07
19,Other,Tier 3,Electronics,7.95,122,0,2,2,87,86,963,95,4,3,1,97,36,1,10.73
18,Other,Tier 3,Civil,6.88,191,1,10,11,74,83,2042,0,7,3,9,96,35,1,9.41
23,Female,Tier 3,Information Technology,6.78,253,0,0,2,95,35,1698,189,3,6,4,48,68,1,13.38
22,Female,Tier 2,Mechanical,7.68,0,3,3,10,70,50,867,211,6,5,8,84,36,1,15.91
25,Female,Tier 1,Information Technology,7.84,126,0,5,1,50,50,1337,88,3,10,4,86,42,1,11.22
20,Male,Tier 3,Information Technology,7.46,573,3,1,5,76,89,1276,223,7,4,4,50,40,1,11.5
24,Male,Tier 1,Civil,5.66,398,2,6,3,45,81,1373,221,4,9,1,65,90,1,15.57
19,Other,Tier 3,Electronics,6.92,451,1,9,4,91,99,1143,48,6,6,2,70,39,1,14.18
22,Other,Tier 3,Civil,5.65,249,2,2,10,43,89,1887,225,5,9,3,79,58,1,11.75
19,Male,Tier 3,Electronics,8.21,81,4,1,11,65,48,1216,138,3,7,6,76,36,1,16.22
23,Other,Tier 3,Electronics,6.15,529,2,2,12,90,56,800,124,8,5,8,80,59,1,12.21
23,Male,Tier 1,Civil,5.45,448,0,10,4,52,90,1190,127,1,6,10,47,93,1,10.82
20,Female,Tier 3,Information Technology,5.75,89,2,10,12,86,96,1997,114,1,7,3,87,75,1,6.71
24,Male,Tier 2,Mechanical,6.9,245,2,7,9,95,48,1526,0,6,6,8,95,71,1,12.66
23,Other,Tier 1,Civil,6.37,283,2,4,1,86,52,1627,151,1,1,2,82,57,1,13.6
21,Other,Tier 2,AI/ML,9.39,79,3,6,10,83,48,1316,179,1,6,8,55,84,1,15.16
23,Male,Tier 3,Information Technology,4.5,221,2,1,12,53,90,1881,8,5,3,5,58,73,1,10.34
21,Female,Tier 2,Information Technology,5.29,380,1,4,12,41,39,1534,74,6,6,9,69,44,1,9.9
23,Other,Tier 2,AI/ML,5.7,401,1,10,11,47,74,1170,160,1,9,9,85,53,1,10.04
22,Male,Tier 3,Data Science,9.4,483,2,7,6,84,39,2175,295,0,7,7,55,56,1,13.75
25,Female,Tier 1,AI/ML,6.32,553,0,2,1,81,97,1400,186,4,4,3,95,46,1,9.01
18,Female,Tier 2,Information Technology,6.6,374,0,1,8,46,86,800,182,4,6,5,63,50,1,12.13
19,Other,Tier 1,Data Science,6.67,253,4,1,8,53,70,1513,138,1,8,6,46,58,1,15.92
20,Female,Tier 3,AI/ML,6.39,654,2,1,7,76,78,1378,109,2,4,6,91,59,1,15.6
20,Other,Tier 1,Civil,5.37,540,0,3,3,94,70,1482,77,0,1,8,55,48,1,6.36
20,Male,Tier 2,Mechanical,5.93,198,1,5,5,81,57,1547,169,7,1,3,46,73,1,10.28
23,Female,Tier 2,Information Technology,6.69,450,1,9,10,95,37,2385,239,4,4,4,52,89,1,10.53
20,Male,Tier 2,Civil,7.7,334,1,7,6,55,52,2011,92,0,7,2,97,59,1,11.03
22,Male,Tier 3,Civil,8.33,310,0,7,2,52,63,1061,176,7,5,6,47,55,1,15.84
19,Female,Tier 2,Computer Science,6.51,116,0,9,8,59,95,1460,174,8,7,7,63,60,1,11.16
19,Male,Tier 1,Mechanical,8.33,289,0,5,6,43,56,1804,62,5,5,1,78,64,1,9.71
22,Female,Tier 1,Civil,6.86,48,0,9,6,94,95,1593,0,0,10,6,56,90,1,11.58
21,Female,Tier 3,AI/ML,6.91,93,1,2,3,60,75,1342,120,3,10,7,60,78,1,15.77
18,Male,Tier 3,Civil,6.16,303,1,3,11,97,78,1644,118,5,8,1,85,92,1,11.03
22,Female,Tier 2,Electronics,6.06,534,4,8,7,75,61,1475,94,8,5,4,55,70,1,17.39
25,Other,Tier 3,Computer Science,7.42,631,3,4,4,56,63,954,101,8,4,4,68,38,1,10.5
24,Other,Tier 3,Information Technology,7.08,230,2,4,11,56,89,1289,124,8,8,2,73,70,1,12.65
18,Other,Tier 3,Electronics,7.09,136,3,2,10,89,35,1954,31,7,2,8,84,89,1,12.8
23,Male,Tier 1,Mechanical,6.01,124,2,9,2,46,98,1195,109,7,9,7,92,71,1,13.26
24,Female,Tier 3,Information Technology,6.09,187,1,10,9,79,73,1103,37,2,2,5,76,82,1,12.44
23,Female,Tier 1,Data Science,5.81,261,3,4,1,76,55,2044,216,6,5,4,99,85,1,13.1
18,Male,Tier 3,Data Science,7.18,360,2,5,6,96,58,1579,233,5,2,7,52,53,1,11.48
23,Female,Tier 1,Mechanical,8.2,201,2,5,6,98,65,2112,107,4,4,8,47,56,1,9.92
22,Male,Tier 1,AI/ML,7.28,364,1,3,6,79,87,2020,40,3,4,1,48,64,1,8.24
25,Female,Tier 1,AI/ML,7.7,319,4,7,2,56,96,956,93,7,9,1,84,85,1,15.09
18,Male,Tier 3,Data Science,8.02,187,0,5,9,46,58,1297,129,8,8,1,63,92,1,10.06
21,Male,Tier 1,Computer Science,9.1,390,3,4,3,67,61,1204,30,6,4,3,70,44,1,12.5
22,Female,Tier 2,Data Science,7.79,98,4,6,10,91,65,1362,0,7,2,3,51,63,1,14.71
23,Other,Tier 3,AI/ML,7.78,222,1,1,3,68,63,1517,183,1,1,7,92,59,1,11.56
19,Female,Tier 1,Data Science,7.98,74,0,4,10,98,90,1582,135,3,8,8,47,56,1,15.19
25,Male,Tier 1,AI/ML,7.23,235,0,0,1,82,78,1255,239,8,1,10,83,56,1,5.37
24,Other,Tier 1,Mechanical,7.71,246,2,6,9,42,71,1385,93,2,9,6,45,60,1,14.16
23,Male,Tier 2,Data Science,7.68,130,3,7,7,60,61,1497,148,4,8,4,78,66,1,12.74
23,Male,Tier 3,Data Science,7.7,303,3,10,2,94,39,1170,24,4,8,2,77,64,1,13.04
